isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE427V01013,Aditya Consumer Marketing Ltd.,SME,,540146,2016-09-29,2016-10-05,2016-10-17,15.00,6.00,Fixed Price,BSE SME,Oneview Corporate,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,15.70,chittorgarh,16.50,chittorgarh,15.70,chittorgarh,16.50,chittorgarh,"Renovation of Supermarket, Restaurant, Salon & Spa | Working capital | General Corporate Expenses | Issue Expenses",chittorgarh,6,chittorgarh
INE565V01010,Valiant Organics Ltd.,SME,VALIANTORG,540145,2016-09-29,2016-10-04,2016-10-14,220.00,21.23,Fixed Price,BSE SME,Aryaman Financial,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,,,20,chittorgarh,95.2,chittorgarh,,,264.00,chittorgarh,264.00,chittorgarh,264.00,chittorgarh,264.00,chittorgarh,,,21,chittorgarh
INE696V01013,Nandani Creation Ltd.,SME,JAIPURKURT,,2016-09-28,2016-10-03,2016-10-10,28.00,4.04,Fixed Price,NSE SME,Indian Overseas Bank,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCB Brokerage Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,33.60,chittorgarh,33.60,chittorgarh,31.00,chittorgarh,33.60,chittorgarh,Working Capital Requirement | General corporate purposes,chittorgarh,4,chittorgarh
INE564T01017,Jet Knitwears Ltd.,SME,JETKNIT,,2016-09-27,2016-09-29,2016-10-07,39.00,4.22,Fixed Price,NSE SME,Sarthi Capital Advisors,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,46.80,chittorgarh,46.80,chittorgarh,46.80,chittorgarh,46.80,chittorgarh,Working Capital Requirements | General Corporate Purposes | Issue Expenses,chittorgarh,4,chittorgarh
INE522V01011,AVSL Industries Ltd.,SME,AVSL,,2016-09-15,2016-09-28,2016-10-06,36.00,5.18,Fixed Price,NSE SME,Sarthi Capital Advisors,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,38.00,chittorgarh,38.00,chittorgarh,36.00,chittorgarh,36.00,chittorgarh,Working Capital Requirements | Issue Expenses,chittorgarh,5,chittorgarh
INE583V01021,Radhika Jeweltech Ltd.,SME,RADHIKAJWE,540125,2016-09-14,2016-09-20,2016-09-27,75.00,49.50,Fixed Price,BSE SME,Corporate Strategic Allianz,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,47,chittorgarh,3.00,chittorgarh,6.0,chittorgarh,,,73.95,chittorgarh,73.95,chittorgarh,66.00,chittorgarh,71.00,chittorgarh,Working Capital Requirement | General Corporate Purpose | Public Issue Expenses,chittorgarh,50,chittorgarh
INE491V01019,Crown Lifters Ltd.,SME,CROWN,,2016-09-09,2016-09-19,2016-09-27,121.00,6.68,Fixed Price,NSE SME,Sarthi Capital Advisors,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,122.80,chittorgarh,122.80,chittorgarh,107.00,chittorgarh,109.00,chittorgarh,Purchase of KOBELCO Hydraulic Crawler Crane (Model-CKL2600i) | Issue Expenses,chittorgarh,7,chittorgarh
INE336T01010,Husys Consulting Ltd.,SME,HUSYSLTD,,2016-09-09,2016-09-19,2016-09-27,69.00,4.20,Fixed Price,NSE SME,Sarthi Capital Advisors,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,72.90,chittorgarh,72.90,chittorgarh,60.00,chittorgarh,60.60,chittorgarh,To repay existing working capital facilities of the Company | Development of Cloud based HR Software Platform and Upgradation of the existing IT infrastructure for 4 existing branches and 4 new branches | Domestic and International Marketing and Business Development | Issue Expenses,chittorgarh,4,chittorgarh
INE367U01013,Riddhi Steel & Tube Ltd.,SME,,540082,2016-09-02,2016-09-07,2016-09-14,38.00,8.89,Fixed Price,BSE SME,Oneview Corporate,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,8,chittorgarh,1.00,chittorgarh,11.1,chittorgarh,,,37.70,chittorgarh,38.50,chittorgarh,37.50,chittorgarh,37.65,chittorgarh,To meet working capital requirements | General Corporate Expenses | Issue Expenses,chittorgarh,9,chittorgarh
INE592O01019,Spicy Entertainment & Media Ltd.,SME,,540084,2016-09-01,2016-09-07,2016-09-15,10.00,4.82,Fixed Price,BSE SME,First Overseas,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naysaa Securities Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,9.99,chittorgarh,10.95,chittorgarh,9.63,chittorgarh,9.70,chittorgarh,Setting up a recording studio in Kolkata and infrastructure development | To produce regional feature film | General Corporate Expenses,chittorgarh,5,chittorgarh
INE715T01031,Narayani Steels Ltd.,SME,,540080,2016-09-01,2016-09-06,2016-09-14,32.00,11.52,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,33.45,chittorgarh,38.40,chittorgarh,30.90,chittorgarh,33.40,chittorgarh,Working Capital Requirement | General corporate purposes,chittorgarh,12,chittorgarh
INE537U01037,Sprayking Agro Equipment Ltd.,SME,,540079,2016-08-31,2016-09-02,2016-09-14,21.00,1.86,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,24.00,chittorgarh,24.00,chittorgarh,21.75,chittorgarh,21.80,chittorgarh,Repayment of uncertain loan availed from Sprayking Agro Equipment,chittorgarh,2,chittorgarh
INE900L01010,Madhya Bharat Agro Products Ltd.,SME,MBAPL,,2016-08-29,2016-09-02,2016-09-09,24.00,13.90,Fixed Price,NSE SME,Hem Securities,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,,,13,chittorgarh,92.9,chittorgarh,,,27.00,chittorgarh,28.80,chittorgarh,26.00,chittorgarh,28.80,chittorgarh,,,14,chittorgarh
INE317V01016,Mitsu Chem Plast Ltd.,SME,,540078,2016-08-26,2016-08-31,2016-09-09,95.00,9.51,Fixed Price,BSE SME,Aryaman Financial,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,,,9,chittorgarh,90.0,chittorgarh,,,96.00,chittorgarh,96.40,chittorgarh,95.20,chittorgarh,96.20,chittorgarh,,,10,chittorgarh
INE191V01015,Shiva Granito Export Ltd.,SME,,540072,2016-08-23,2016-08-29,2016-09-06,12.00,5.04,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,13.95,chittorgarh,14.40,chittorgarh,11.45,chittorgarh,12.03,chittorgarh,Working Capital Requirement | General Corporate Purpose,chittorgarh,5,chittorgarh
INE171P01019,Prabhat Telecoms (India) Ltd.,SME,,540027,2016-07-22,2016-07-26,2016-08-03,51.00,11.22,Fixed Price,BSE SME,Navigant Corporate,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,,,11,chittorgarh,100.0,chittorgarh,,,61.20,chittorgarh,61.20,chittorgarh,61.20,chittorgarh,61.20,chittorgarh,,,11,chittorgarh
INE552U01010,Kwality Pharmaceuticals Ltd.,SME,KPL,539997,2016-06-30,2016-07-08,2016-07-18,45.00,6.21,Fixed Price,BSE SME,Oneview Corporate,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,0.4860,chittorgarh,5,chittorgarh,83.3,chittorgarh,,,45.00,chittorgarh,45.80,chittorgarh,43.00,chittorgarh,44.50,chittorgarh,Modernisation of the Laboratory | General Corporate Purpose | Offer Expenses,chittorgarh,6,chittorgarh
INE239T01016,KKV Agro Powers Ltd.,SME,KKVAPOW,,2016-06-30,2016-07-07,2016-07-14,320.00,3.58,Fixed Price,NSE SME,Karvy Investor Services,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,3,chittorgarh,1.00,chittorgarh,25.0,chittorgarh,,,325.00,chittorgarh,342.00,chittorgarh,325.00,chittorgarh,342.00,chittorgarh,Setting up 0.8 MW Wind Energy Project in Tamil Nadu | Erection of 33KV Electricity Transmission Line | Repayment of Term Loan availed from Indian Bank | General Corporate Purposes | Issue Expenses,chittorgarh,4,chittorgarh
INE120V01014,Titaanium Ten Enterprise Ltd.,SME,,539985,2016-06-30,2016-07-05,2016-07-14,15.00,2.72,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,16.00,chittorgarh,18.00,chittorgarh,15.30,chittorgarh,16.90,chittorgarh,Working Capital Requirements,chittorgarh,3,chittorgarh
INE073V01015,Commercial Syn Bags Ltd.,SME,COMSYN,539986,2016-06-30,2016-07-05,2016-07-14,24.00,7.66,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,7,chittorgarh,1.00,chittorgarh,12.5,chittorgarh,,,28.80,chittorgarh,28.80,chittorgarh,28.80,chittorgarh,28.80,chittorgarh,Repayment/ Prepayment of certain borrowings availed by the Company | Working Capital requirements | Issue Expenses,chittorgarh,8,chittorgarh
INE184U01012,Advance Syntex Ltd.,SME,,539982,2016-06-30,2016-07-04,2016-07-12,12.00,2.52,Fixed Price,BSE SME,Hem Securities,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,2,chittorgarh,1.00,chittorgarh,33.3,chittorgarh,,,13.25,chittorgarh,14.20,chittorgarh,12.75,chittorgarh,12.91,chittorgarh,To Meet Working Capital Requirement,chittorgarh,3,chittorgarh
INE819S01025,Zeal Aqua Ltd.,SME,,539963,2016-06-27,2016-06-30,2016-07-07,130.00,14.76,Fixed Price,BSE SME,Corporate Strategic Allianz,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,133.00,chittorgarh,138.00,chittorgarh,131.30,chittorgarh,134.60,chittorgarh,Setting up shrimp processing Unit and Individually Quick Frozen(IQF) Shrimp products | General Corporate Purpose | Public Issue Expenses,chittorgarh,15,chittorgarh
INE571U01010,Yash Chemex Ltd.,SME,,539939,2016-06-07,2016-06-10,2016-06-20,23.00,2.51,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,2,chittorgarh,1.00,chittorgarh,33.3,chittorgarh,,,23.85,chittorgarh,26.00,chittorgarh,23.05,chittorgarh,24.60,chittorgarh,Working Capital | General Corporate Purpose,chittorgarh,3,chittorgarh
INE440T01028,Shanti Educational Initiatives Ltd.,SME,SEIL,539921,2016-06-01,2016-06-06,2016-06-14,90.00,39.60,Fixed Price,BSE SME,Oneview Corporate,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,5,chittorgarh,32,chittorgarh,80.0,chittorgarh,,,90.00,chittorgarh,92.00,chittorgarh,87.50,chittorgarh,91.00,chittorgarh,Construction of School Building at Vastralin Gujarat | General Corporate Expenses | Issue Expenses,chittorgarh,40,chittorgarh
INE368U01029,United Polyfab Gujarat Ltd.,SME,UNITEDPOLY,,2016-05-25,2016-05-30,2016-07-07,45.00,7.65,Fixed Price,NSE SME,Corporate Strategic Allianz,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,7,chittorgarh,1.00,chittorgarh,12.5,chittorgarh,,,42.50,chittorgarh,44.00,chittorgarh,42.50,chittorgarh,44.00,chittorgarh,Setting up Spinning unit | Public Issue Expenses,chittorgarh,8,chittorgarh
INE976T01013,Sagardeep Alloys Ltd.,SME,SAGARDEEP,,2016-05-04,2016-05-09,2016-05-17,20.00,6.00,Fixed Price,NSE SME,Chartered Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,20.00,chittorgarh,20.00,chittorgarh,19.00,chittorgarh,19.00,chittorgarh,Long Term Working Capital requirements | Issue Expenses,chittorgarh,6,chittorgarh
INE671T01028,Darshan Orna Ltd.,SME,,539884,2016-05-02,2016-05-11,2016-05-19,60.00,7.54,Fixed Price,BSE SME,First Overseas,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,7,chittorgarh,1.00,chittorgarh,12.5,chittorgarh,,,60.80,chittorgarh,61.90,chittorgarh,60.80,chittorgarh,61.00,chittorgarh,Working Capital | General Corporate Expenses | Issue Expenses,chittorgarh,8,chittorgarh
INE411U01027,Bajaj Healthcare Ltd.,SME,BAJAJHCARE,539872,2016-04-27,2016-05-02,2016-05-10,170.00,30.90,Fixed Price,BSE SME,Aryaman Financial,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,0.9928,chittorgarh,28,chittorgarh,90.3,chittorgarh,,,170.00,chittorgarh,173.00,chittorgarh,170.00,chittorgarh,171.50,chittorgarh,Repayment of loans | Expenditure for General Corporate Purposes,chittorgarh,31,chittorgarh
INE009U01011,Ghushine Fintrrade Ocean Ltd.,SME,,539864,2016-04-25,2016-04-27,2016-05-05,10.00,2.60,Fixed Price,BSE SME,First Overseas,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,2,chittorgarh,1.00,chittorgarh,33.3,chittorgarh,,,9.00,chittorgarh,9.50,chittorgarh,8.00,chittorgarh,8.00,chittorgarh,Augmenting additional working capital requirements | Public Issue Expense,chittorgarh,3,chittorgarh
INE912T01018,Raghav Ramming Mass Ltd.,SME,RPEL,539837,2016-03-31,2016-04-06,2016-04-13,39.00,7.49,Fixed Price,BSE SME,Hem Securities,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,41.00,chittorgarh,41.00,chittorgarh,40.00,chittorgarh,40.05,chittorgarh,To Meet Working Capital Requirement | Public Issue Expenses,chittorgarh,7,chittorgarh
INE410U01011,Sysco Industries Ltd.,SME,,539842,2016-03-31,2016-04-05,2016-04-13,10.00,2.17,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,12.00,chittorgarh,12.00,chittorgarh,12.00,chittorgarh,12.00,chittorgarh,Working Capital Requirement | Issue Expenses,chittorgarh,2,chittorgarh
INE359U01028,Lancer Container Lines Ltd.,SME,LANCER,539841,2016-03-31,2016-04-05,2016-04-13,12.00,1.85,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,12.60,chittorgarh,12.60,chittorgarh,12.60,chittorgarh,12.60,chittorgarh,Procurement of new containers | Issue Expenses | General Corporate Purposes,chittorgarh,2,chittorgarh
INE812T01010,Ruby Cables Ltd.,SME,,539836,2016-03-30,2016-04-05,2016-04-13,50.00,10.01,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,9,chittorgarh,1.00,chittorgarh,10.0,chittorgarh,,,50.90,chittorgarh,50.90,chittorgarh,49.20,chittorgarh,50.00,chittorgarh,Working Capital Requirement | General Corporate Purpose | Issue Expenses,chittorgarh,10,chittorgarh
INE399S01010,Franklin Leasing & Finance Ltd.,SME,,539839,2016-03-30,2016-04-05,2016-04-13,15.00,6.34,Fixed Price,BSE SME,Aryaman Financial,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSB E-Trade Securities Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,15.10,chittorgarh,15.20,chittorgarh,15.05,chittorgarh,15.05,chittorgarh,To augment our capital base and provide for our fund requirements for increasing our operational scale with respect to our NBFC activities,chittorgarh,6,chittorgarh
INE395U01014,Nintec Systems Ltd.,SME,NINSYS,539843,2016-03-29,2016-04-06,2016-04-18,10.00,1.88,Fixed Price,BSE SME,Oneview Corporate,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,11.70,chittorgarh,12.00,chittorgarh,11.12,chittorgarh,11.40,chittorgarh,To part-finance incremental working capital requirements | General Corporate Expenses | Issue Expenses,chittorgarh,2,chittorgarh
INE043U01010,CHD Chemicals Ltd.,SME,,539800,2016-03-21,2016-03-23,2016-04-01,11.00,1.98,Fixed Price,BSE SME,First Overseas,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,9.20,chittorgarh,10.50,chittorgarh,8.80,chittorgarh,8.80,chittorgarh,To part-finance incremental working capital requirements | Issue Expenses,chittorgarh,2,chittorgarh
INE173U01015,Umiya Tubes Ltd.,SME,,539798,2016-03-18,2016-03-22,2016-04-01,10.00,2.00,Fixed Price,BSE SME,Mehta Integrated Finance,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,10.50,chittorgarh,10.60,chittorgarh,10.00,chittorgarh,10.45,chittorgarh,Working Capital Margin | Capital Expenditure for Expansion: Plant and Machinery and Civil Work | Public Issue Expenses | General Corporate Purpose,chittorgarh,2,chittorgarh
INE030U01025,Khemani Distributors & Marketing Ltd.,SME,,539788,2016-03-16,2016-03-18,2016-03-30,100.00,15.84,Fixed Price,BSE SME,Choice Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,105.00,chittorgarh,105.00,chittorgarh,101.00,chittorgarh,101.00,chittorgarh,Repayment of unsecured loans | To meet the working capital requirements | General Corporate Purposes | Issue expenses,chittorgarh,16,chittorgarh
INE558R01013,HEC Infra Projects Ltd.,SME,HECPROJECT,,2016-03-10,2016-03-18,2016-03-30,100.00,5.39,Fixed Price,NSE SME,Sarthi Capital Advisors,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wealth First Portfolio Managers Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,102.00,chittorgarh,109.00,chittorgarh,90.00,chittorgarh,97.90,chittorgarh,Working Capital Requirement | Issue Expenses,chittorgarh,5,chittorgarh
INE658T01017,Wealth First Portfolio Managers Ltd.,SME,WEALTH,544536,2016-03-10,2016-03-18,2016-03-30,50.00,8.42,Fixed Price,NSE SME,Sarthi Capital Advisors,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innovate Securities Pvt.Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,52.00,chittorgarh,52.00,chittorgarh,45.00,chittorgarh,51.50,chittorgarh,Augmenting long term Working Capital for Bond market operations | Technology Upgrade | Expansion of our domestic operations for mutual fund distribution business | Issue Related Expenditure | General Corporate Purpose,chittorgarh,8,chittorgarh
INE773T01014,Relicab Cable Manufacturing Ltd.,SME,,539760,2016-03-09,2016-03-14,2016-03-22,20.00,3.22,Fixed Price,BSE SME,Aryaman Financial,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,20.00,chittorgarh,20.50,chittorgarh,20.00,chittorgarh,20.35,chittorgarh,Technological modifications andcertain augmentations in the factory | Long Term Working Capital | Refundable Security Deposit for Factory Premises | Funding expenditure for General Corporate Purposes,chittorgarh,3,chittorgarh
INE106T01025,Hi-Tech Pipes Ltd.,SME,HITECH,543411,2016-02-15,2016-02-19,2016-02-25,50.00,13.65,Fixed Price,NSE SME,Sarthi Capital Advisors,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wealth First Portfolio Managers Pvt.Ltd.,chittorgarh,13,chittorgarh,1.00,chittorgarh,7.1,chittorgarh,,,,,,,,,,,Working Capital Requirements | General Corporate Purposes | Issue Expenses,chittorgarh,14,chittorgarh
INE127T01021,K.P.Energy Ltd.,SME,KPEL,539686,2016-02-15,2016-02-17,2016-02-25,70.00,6.44,Bookbuilding,BSE SME,Aryaman Financial,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,72.00,chittorgarh,72.00,chittorgarh,70.00,chittorgarh,70.95,chittorgarh,"Setting up of 2.10 MW wind power project as part of our IPP initiative, at Matalpar, Bhavnagar, Gujarat | General Corporate Purpose",chittorgarh,6,chittorgarh
INE622Q01019,Sylph Education Solutions Ltd.,SME,,539682,2016-02-10,2016-02-15,2016-02-23,12.00,4.80,Fixed Price,BSE SME,Corporate Strategic Allianz,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,11.70,chittorgarh,11.70,chittorgarh,11.40,chittorgarh,11.40,chittorgarh,To  set  up  two  new  centers  for  establishment  of  Projects for Skill Development | General corporate purpose | Meet the issue expenses,chittorgarh,5,chittorgarh
INE564S01019,Vidli Restaurants Ltd.,SME,,539659,2016-02-03,2016-02-05,2016-02-15,10.00,1.31,Fixed Price,BSE SME,Pantomath Capital,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCB Brokerage Pvt.Ltd.,chittorgarh,1,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,12.00,chittorgarh,12.00,chittorgarh,12.00,chittorgarh,12.00,chittorgarh,Finance establishment of new food joints | General Corporate Purposes | Issue Expenses,chittorgarh,1,chittorgarh
INE615T01017,Ganga Pharmaceuticals Ltd.,SME,,539680,2016-01-29,2016-02-09,2016-02-22,15.00,1.54,Fixed Price,BSE SME,First Overseas,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,14.50,chittorgarh,14.50,chittorgarh,14.50,chittorgarh,14.50,chittorgarh,Deployment of production capacity | Marketing and Brand Building | General Corporate Purpose | Issue Expenses,chittorgarh,2,chittorgarh
INE562S01013,Blueblood Ventures Ltd.,SME,,539637,2016-01-21,2016-01-27,2016-02-08,50.00,7.04,Fixed Price,BSE SME,Quintessence,2016,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arch Finance Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,51.00,chittorgarh,51.00,chittorgarh,44.00,chittorgarh,45.05,chittorgarh,Purchase of FSI | Re-payment of loans | Public issue expenses,chittorgarh,7,chittorgarh
INE841Y01019,Jhandewalas Foods Ltd.,SME,,540850,2017-12-29,2018-01-04,2018-01-12,55.00,16.01,Fixed Price,BSE SME,Oneview Corporate,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,66.00,chittorgarh,66.00,chittorgarh,66.00,chittorgarh,66.00,chittorgarh,Funding of working capital requirements of the Company | Issue Expenses,chittorgarh,16,chittorgarh
INE819Y01015,Rithwik Facility Management Services Ltd.,SME,,540843,2017-12-29,2018-01-03,2018-01-11,50.00,4.05,Fixed Price,BSE SME,Inventure Merchant Banker,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inventure Growth & Securities Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,60.00,chittorgarh,60.00,chittorgarh,43.50,chittorgarh,45.45,chittorgarh,To meet working capital requirements,chittorgarh,4,chittorgarh
